sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret,age_bucket,imc_cat
H,oui,doctorat,Normandie,non,oui,2687,,3.0,0.03,2021-07-09,,,45390.6330683302,adulte,surpoids
F,non,master,Île-de-France,non,oui,2799,marié,4.0,0.7,2020-09-04,631.0,270.91,22905.77257914317,retraite,surpoids
H,oui,bac+2,Occitanie,non,oui,825,marié,5.0,0.41,2021-06-25,321.0,1242.74,12672.216802255927,adulte,obese
H,oui,aucun,Île-de-France,oui,non,500,,,0.86,2023-11-22,745.0,5000.0,500.0,jeune,normal
H,non,doctorat,Corse,non,oui,3452,veuf,,0.03,2020-05-31,606.0,,16711.36395842236,,insuffisant
H,oui,bac,Occitanie,oui,oui,3014,divorcé,5.0,0.85,2024-12-14,627.0,,10830.0146885118,jeune,obese
F,non,doctorat,Provence-Alpes-Côte d’Azur,non,non,3649,,,0.6,2022-05-09,586.0,989.85,6629.974298777318,retraite,normal
F,oui,master,Normandie,oui,oui,1620,divorcé,,0.34,2023-04-17,,10000.0,12896.711487520655,senior,surpoids
F,oui,aucun,Auvergne-Rhône-Alpes,oui,oui,3316,,,0.6,2024-03-12,,,841.3724466913686,adulte,normal
F,oui,bac+2,Bretagne,non,oui,3129,divorcé,,0.37,2021-03-29,,,27047.636227436284,jeune,normal
H,non,aucun,Provence-Alpes-Côte d’Azur,non,oui,3175,célibataire,1.0,0.46,2021-06-08,,,14420.820511642967,adulte,normal
F,non,master,Hauts-de-France,non,oui,5217,,,0.97,2020-02-14,,,16528.006616000614,retraite,insuffisant
F,non,aucun,Normandie,oui,oui,1999,veuf,,0.35,2023-05-17,652.0,5000.0,500.0,retraite,normal
F,non,bac,Corse,oui,oui,4928,divorcé,,0.3,2024-12-24,318.0,10000.0,500.0,senior,surpoids
F,non,aucun,Corse,oui,non,2851,célibataire,3.0,0.57,2023-08-12,,,500.0,adulte,obese
H,non,doctorat,Auvergne-Rhône-Alpes,non,oui,2090,divorcé,5.0,0.68,2024-08-09,,10000.0,25121.144516760512,senior,normal
F,oui,master,Bretagne,non,oui,1597,divorcé,,0.61,2022-07-29,,1205.8,25695.50535540178,senior,normal
H,non,master,Occitanie,oui,oui,2198,,4.0,0.2,2021-06-26,454.0,,3015.660853499904,jeune,normal
H,non,bac+2,Normandie,oui,non,2365,marié,,0.58,2023-10-21,434.0,,500.0,adulte,normal
F,non,bac+2,Hauts-de-France,non,oui,3030,divorcé,,0.37,2024-05-28,,5000.0,7626.026882280667,retraite,surpoids
H,oui,aucun,Bretagne,non,non,3468,célibataire,,0.94,2020-12-24,330.0,5000.0,500.0,adulte,normal
H,non,doctorat,Corse,non,oui,500,,0.0,0.34,2021-08-15,828.0,1076.66,17727.025315337305,senior,obese
H,oui,bac+2,Île-de-France,non,oui,500,veuf,1.0,0.79,2020-08-13,,,23964.16337109952,jeune,obese
H,non,master,Bretagne,oui,non,5012,marié,,0.69,2022-06-07,664.0,10000.0,797.8762140633713,jeune,normal
H,oui,bac,Occitanie,non,non,5141,divorcé,4.0,0.48,2024-03-30,706.0,5000.0,16842.620732775868,senior,insuffisant
H,non,aucun,Auvergne-Rhône-Alpes,non,oui,2178,,2.0,0.53,2021-12-24,,10000.0,5022.353179649473,retraite,obese
H,oui,bac+2,Corse,non,oui,647,marié,,0.99,2022-10-05,,,13581.712777997,retraite,normal
H,non,bac+2,Normandie,non,non,2877,,,0.89,2024-05-18,,,500.0,senior,surpoids
H,oui,bac,Hauts-de-France,oui,oui,2701,marié,,0.84,2023-03-31,,10000.0,500.0,,obese
F,non,bac,Hauts-de-France,non,oui,500,marié,4.0,0.63,2021-04-29,437.0,,500.0,retraite,obese
F,non,doctorat,Normandie,oui,oui,4037,marié,,0.69,2023-09-09,535.0,,10977.56486679858,jeune,obese
H,non,master,Normandie,oui,oui,3019,divorcé,4.0,0.4,2023-03-22,,10000.0,10396.13768546145,adulte,obese
H,non,bac,Hauts-de-France,oui,non,5436,marié,,0.39,2025-05-01,,,500.0,jeune,insuffisant
H,non,bac+2,Hauts-de-France,non,oui,1807,,,0.63,2024-04-28,,10000.0,5387.953155990875,adulte,normal
H,non,bac,Corse,non,oui,3556,veuf,,0.26,2022-04-02,,5000.0,8452.95685064405,retraite,obese
H,oui,doctorat,Île-de-France,oui,oui,3944,,,0.92,2024-07-03,,502.66,30337.41859708789,adulte,surpoids
F,oui,bac,Bretagne,oui,oui,2096,marié,,0.52,2020-12-19,446.0,,3129.297270061723,jeune,insuffisant
F,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,602,veuf,,0.82,2022-03-09,777.0,776.63,20856.859440642736,senior,insuffisant
F,oui,bac,Normandie,oui,oui,3553,marié,,0.35,2021-08-20,364.0,,500.0,adulte,normal
F,non,bac+2,Bretagne,non,oui,3543,,,0.81,2021-11-05,745.0,,21720.314912028272,senior,normal
F,oui,master,Provence-Alpes-Côte d’Azur,oui,non,3142,célibataire,,0.91,2022-03-20,,,500.0,adulte,insuffisant
F,oui,bac+2,Occitanie,oui,oui,1353,veuf,,0.34,2022-11-02,795.0,10000.0,7764.154885070054,adulte,obese
H,oui,master,Bretagne,oui,non,2597,célibataire,0.0,0.72,2020-02-02,,5000.0,500.0,retraite,normal
F,oui,master,Normandie,oui,non,2549,célibataire,,0.92,2021-01-16,,5000.0,500.0,adulte,normal
F,oui,bac,Provence-Alpes-Côte d’Azur,non,non,1251,,3.0,0.69,2020-03-02,,10000.0,500.0,retraite,insuffisant
F,non,master,Hauts-de-France,oui,non,2004,,5.0,0.29,2024-11-10,,5000.0,500.0,adulte,surpoids
H,oui,bac,Occitanie,non,oui,3297,divorcé,,0.44,2022-09-25,,10000.0,21599.57405709596,retraite,obese
F,non,master,Normandie,non,non,550,célibataire,,0.43,2024-05-11,,10000.0,500.0,adulte,normal
F,oui,aucun,Provence-Alpes-Côte d’Azur,oui,oui,1967,divorcé,,0.75,2024-11-20,360.0,739.94,500.0,retraite,insuffisant
H,non,aucun,Bretagne,non,non,2474,divorcé,,0.47,2021-11-23,,885.6,500.0,senior,surpoids
H,non,doctorat,Corse,non,oui,3787,divorcé,,0.52,2023-04-23,,,27263.72768198445,jeune,normal
F,non,master,Hauts-de-France,oui,non,3316,veuf,2.0,1.0,2022-03-31,,,500.0,retraite,obese
H,non,master,Normandie,oui,oui,3153,,4.0,0.37,2023-12-31,,10000.0,13703.704532668224,jeune,obese
F,non,master,Occitanie,oui,oui,960,célibataire,3.0,0.74,2023-02-13,,,5331.372500657769,retraite,surpoids
H,non,aucun,Auvergne-Rhône-Alpes,oui,oui,2685,marié,0.0,0.17,2021-02-19,602.0,10000.0,1914.266048275358,senior,insuffisant
F,oui,aucun,Bretagne,non,non,4023,veuf,2.0,0.9,2024-02-03,,778.44,500.0,retraite,normal
H,non,bac+2,Auvergne-Rhône-Alpes,oui,non,1986,divorcé,5.0,0.31,2023-01-27,,338.26,500.0,senior,normal
F,non,bac,Occitanie,non,oui,2228,célibataire,1.0,0.45,2020-03-29,,,12837.224548023927,adulte,normal
H,oui,doctorat,Occitanie,non,oui,503,divorcé,,0.36,2024-11-10,,,36145.96241556148,adulte,normal
H,oui,bac+2,Occitanie,oui,non,2063,célibataire,4.0,0.52,2025-03-24,565.0,5000.0,500.0,retraite,normal
F,oui,doctorat,Hauts-de-France,oui,oui,2165,veuf,,0.21,2020-03-05,,10000.0,6970.96504160912,jeune,obese
F,oui,bac,Hauts-de-France,oui,oui,4483,célibataire,4.0,0.96,2020-12-27,,,11913.706943644664,retraite,surpoids
F,non,bac+2,Corse,oui,oui,4578,veuf,5.0,0.24,2021-09-06,619.0,5000.0,5665.770817987172,retraite,normal
F,non,master,Occitanie,non,oui,2284,marié,,0.82,2021-10-23,,964.41,13730.40791509494,adulte,normal
F,oui,bac,Île-de-France,non,non,500,veuf,1.0,0.86,2023-06-06,,662.05,500.0,adulte,obese
F,non,bac+2,Provence-Alpes-Côte d’Azur,oui,non,2048,marié,,0.22,2021-06-10,,5000.0,500.0,senior,normal
F,non,bac+2,Provence-Alpes-Côte d’Azur,oui,non,2004,marié,,0.24,2023-12-12,594.0,5000.0,500.0,adulte,obese
F,non,bac,Bretagne,non,oui,3836,célibataire,0.0,0.0,2020-07-23,,5000.0,17105.93704838342,senior,obese
H,oui,doctorat,Hauts-de-France,oui,oui,2713,divorcé,5.0,0.2,2023-10-26,482.0,970.81,18444.11117992504,adulte,obese
H,non,master,Normandie,non,oui,3417,célibataire,,0.28,2022-01-25,656.0,908.36,25452.77141963583,retraite,insuffisant
H,non,bac,Occitanie,non,non,1082,,3.0,0.25,2020-05-01,767.0,,500.0,jeune,obese
H,non,aucun,Occitanie,oui,non,4112,célibataire,3.0,0.87,2023-12-04,481.0,,500.0,retraite,normal
F,non,bac,Île-de-France,non,oui,1135,marié,,0.93,2022-03-09,,,12606.329063545196,retraite,insuffisant
H,non,doctorat,Île-de-France,oui,non,2033,veuf,,0.4,2020-02-08,,377.71,500.0,retraite,normal
F,non,master,Corse,oui,non,2217,marié,,0.91,2020-06-18,365.0,10000.0,500.0,senior,surpoids
F,oui,aucun,Auvergne-Rhône-Alpes,non,non,1388,divorcé,1.0,0.14,2025-05-09,,872.69,500.0,adulte,normal
H,oui,bac+2,Corse,non,non,718,veuf,,0.43,2024-09-03,,10000.0,500.0,retraite,normal
H,non,aucun,Normandie,oui,oui,3877,veuf,2.0,0.75,2022-12-03,837.0,5000.0,500.0,senior,surpoids
H,non,doctorat,Occitanie,oui,oui,2862,marié,2.0,0.22,2024-10-09,,5000.0,20351.17272525365,adulte,insuffisant
H,non,doctorat,Auvergne-Rhône-Alpes,non,non,3224,,,0.71,2022-11-07,370.0,10000.0,500.0,senior,normal
F,oui,aucun,Normandie,oui,oui,2718,divorcé,,0.44,2025-02-11,,701.19,500.0,senior,insuffisant
H,oui,doctorat,Auvergne-Rhône-Alpes,non,non,2634,marié,0.0,0.78,2023-04-26,,10000.0,500.0,jeune,normal
H,oui,bac+2,Auvergne-Rhône-Alpes,non,non,2019,veuf,4.0,0.95,2025-02-21,,731.7,500.0,adulte,surpoids
H,oui,master,Auvergne-Rhône-Alpes,non,oui,3224,célibataire,5.0,0.44,2020-07-27,,,29974.082440550083,retraite,insuffisant
F,non,bac+2,Normandie,non,non,4102,,2.0,0.36,2023-07-24,310.0,,500.0,jeune,normal
F,oui,master,Provence-Alpes-Côte d’Azur,non,non,2166,,5.0,0.78,2020-10-06,,657.41,720.7756061643772,retraite,obese
H,oui,master,Hauts-de-France,non,oui,2072,marié,4.0,0.64,2020-11-03,,10000.0,26764.334741960192,jeune,obese
F,oui,master,Provence-Alpes-Côte d’Azur,oui,non,3402,marié,2.0,0.86,2024-05-20,,792.37,500.0,senior,obese
H,oui,bac+2,Occitanie,non,oui,2313,divorcé,,0.81,2021-08-20,,,15147.43953010669,adulte,insuffisant
F,non,aucun,Auvergne-Rhône-Alpes,oui,oui,2296,divorcé,1.0,0.98,2020-04-09,848.0,,2598.098349577962,jeune,insuffisant
H,non,aucun,Hauts-de-France,non,non,4430,,,0.74,2024-01-11,689.0,,500.0,adulte,normal
H,non,master,Bretagne,oui,non,3090,veuf,,0.13,2022-10-09,440.0,,500.0,retraite,insuffisant
F,non,master,Auvergne-Rhône-Alpes,oui,oui,891,veuf,2.0,0.39,2023-06-22,318.0,,500.0,retraite,surpoids
H,non,bac+2,Occitanie,oui,oui,3451,divorcé,2.0,0.81,2020-11-24,,5000.0,5175.157681532467,retraite,obese
H,oui,doctorat,Occitanie,oui,oui,4412,divorcé,,0.31,2021-07-02,,1416.65,21162.502911683285,retraite,surpoids
H,non,master,Normandie,non,oui,4044,célibataire,,0.78,2020-02-11,361.0,5000.0,23838.1197018406,jeune,surpoids
H,oui,master,Hauts-de-France,non,oui,3171,célibataire,0.0,0.01,2024-04-15,,,22164.49867708017,senior,insuffisant
H,non,aucun,Normandie,oui,oui,1118,divorcé,,0.37,2023-11-25,406.0,5000.0,500.0,retraite,surpoids
F,oui,master,Auvergne-Rhône-Alpes,non,oui,4377,marié,,0.37,2024-09-18,531.0,10000.0,29232.737045600847,adulte,normal
F,oui,aucun,Hauts-de-France,oui,oui,980,divorcé,0.0,0.76,2020-09-28,,10000.0,500.0,senior,normal
F,oui,master,Hauts-de-France,non,oui,3971,divorcé,1.0,0.14,2022-12-23,,625.45,31134.60947881352,adulte,normal
H,oui,bac+2,Corse,non,non,3120,divorcé,,0.28,2024-02-27,387.0,,500.0,senior,insuffisant
H,oui,bac+2,Occitanie,non,non,2413,,,0.81,2025-05-05,,,2888.0324235447583,adulte,insuffisant
H,non,aucun,Normandie,non,oui,4853,,,0.44,2025-05-17,,,10926.712372108052,senior,surpoids
F,non,aucun,Normandie,oui,oui,2587,marié,,0.83,2020-05-29,339.0,,500.0,retraite,normal
H,non,master,Provence-Alpes-Côte d’Azur,oui,non,1834,marié,,0.67,2021-02-22,639.0,321.59,500.0,adulte,insuffisant
F,non,master,Provence-Alpes-Côte d’Azur,oui,oui,1948,,,0.28,2023-05-26,729.0,,11622.434275038482,senior,normal
H,non,bac,Normandie,oui,oui,1401,marié,,0.88,2024-07-20,468.0,674.75,7696.626334200663,jeune,surpoids
H,oui,bac,Corse,non,non,4100,divorcé,,0.12,2024-10-12,333.0,811.2,500.0,jeune,obese
H,oui,bac,Bretagne,oui,oui,1173,divorcé,,0.64,2021-08-11,467.0,146.53,7628.110479615837,adulte,surpoids
F,non,bac+2,Hauts-de-France,oui,oui,2069,,1.0,0.9,2022-05-07,675.0,,500.0,adulte,normal
H,oui,master,Île-de-France,oui,non,4110,célibataire,,0.71,2020-02-13,336.0,422.95,5845.426875666586,senior,normal
F,non,doctorat,Hauts-de-France,oui,oui,3054,,,0.15,2022-03-09,829.0,791.35,14701.024779094014,retraite,normal
H,oui,bac+2,Normandie,non,oui,500,célibataire,,0.37,2024-07-24,334.0,471.97,11669.49532162052,senior,insuffisant
F,non,master,Occitanie,oui,oui,2397,divorcé,,0.56,2020-05-11,825.0,10000.0,13033.296027135704,adulte,insuffisant
F,oui,bac,Corse,non,oui,900,célibataire,3.0,0.3,2020-02-14,700.0,10000.0,500.0,jeune,normal
F,oui,bac+2,Île-de-France,oui,non,2968,veuf,,0.66,2022-01-16,,,500.0,senior,obese
H,non,master,Île-de-France,oui,oui,2810,,,0.61,2023-11-24,736.0,,10587.038362353696,senior,normal
F,non,doctorat,Auvergne-Rhône-Alpes,non,oui,4087,divorcé,,0.09,2022-09-23,,5000.0,33647.972354477904,adulte,normal
H,non,doctorat,Occitanie,non,oui,3677,marié,1.0,0.17,2020-06-11,,,35086.03604013958,adulte,surpoids
F,non,doctorat,Normandie,oui,oui,3084,divorcé,,0.18,2022-11-16,323.0,366.57,11884.304094264917,adulte,surpoids
H,oui,aucun,Auvergne-Rhône-Alpes,non,non,3895,célibataire,,0.27,2020-01-15,837.0,10000.0,500.0,jeune,surpoids
F,oui,bac,Provence-Alpes-Côte d’Azur,non,oui,2945,divorcé,,0.3,2024-09-14,,627.62,11854.896860798548,adulte,normal
F,non,doctorat,Provence-Alpes-Côte d’Azur,non,oui,2677,divorcé,0.0,0.01,2023-04-05,,1237.26,27971.04448856834,adulte,insuffisant
F,oui,master,Provence-Alpes-Côte d’Azur,oui,oui,1579,célibataire,,0.76,2024-07-20,,,13606.848863344549,adulte,surpoids
H,oui,bac,Provence-Alpes-Côte d’Azur,non,oui,1691,divorcé,,0.65,2024-01-09,830.0,5000.0,19060.514882698342,jeune,normal
F,oui,aucun,Auvergne-Rhône-Alpes,non,oui,3365,divorcé,,0.96,2023-09-06,,5000.0,12227.663924565972,adulte,obese
F,oui,aucun,Auvergne-Rhône-Alpes,non,oui,2972,,1.0,0.82,2021-12-24,,1192.92,17239.886951378317,jeune,obese
H,non,aucun,Corse,oui,non,1601,veuf,4.0,0.24,2021-03-24,711.0,5000.0,500.0,senior,normal
F,non,doctorat,Normandie,non,oui,5393,célibataire,4.0,0.3,2022-09-15,,292.28,31564.243039268124,retraite,insuffisant
F,oui,bac+2,Normandie,non,non,4859,célibataire,,0.02,2022-03-28,,5000.0,3222.850993426015,retraite,normal
H,non,master,Île-de-France,oui,oui,1503,,,0.29,2024-06-24,,928.07,15228.713344699549,retraite,obese
F,non,bac+2,Île-de-France,oui,non,3839,veuf,,0.12,2022-03-05,535.0,566.71,500.0,jeune,obese
F,oui,bac+2,Provence-Alpes-Côte d’Azur,non,non,1117,,5.0,0.1,2022-01-09,764.0,436.44,500.0,retraite,surpoids
F,oui,master,Occitanie,oui,non,2023,,,0.71,2020-10-30,,5000.0,500.0,adulte,obese
F,non,aucun,Occitanie,non,oui,2785,veuf,2.0,0.74,2024-01-16,371.0,209.53,1043.1967839468134,retraite,normal
H,oui,bac,Corse,non,oui,2583,veuf,,0.29,2023-02-11,,,16342.31315846054,senior,normal
F,non,bac,Auvergne-Rhône-Alpes,oui,non,2378,marié,4.0,1.0,2020-08-22,,640.38,500.0,adulte,surpoids
H,oui,bac,Corse,oui,non,1904,divorcé,,0.15,2023-10-30,760.0,,500.0,jeune,normal
F,oui,bac,Provence-Alpes-Côte d’Azur,non,non,2170,,3.0,0.75,2025-04-09,,5000.0,500.0,retraite,insuffisant
H,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,3502,marié,,0.25,2023-08-07,,232.05,24680.423985935624,senior,normal
F,oui,doctorat,Hauts-de-France,oui,non,3104,,,0.41,2025-05-16,,5000.0,500.0,senior,insuffisant
H,oui,aucun,Île-de-France,oui,oui,3175,marié,,0.12,2024-06-02,,,16172.226324567242,retraite,obese
F,non,master,Provence-Alpes-Côte d’Azur,oui,oui,2656,marié,2.0,0.78,2021-03-19,,5000.0,11907.294033394588,adulte,surpoids
H,oui,bac,Hauts-de-France,oui,non,2279,veuf,,0.89,2023-02-13,778.0,10000.0,500.0,jeune,surpoids
F,oui,master,Bretagne,oui,non,2172,marié,0.0,0.46,2023-07-20,537.0,10000.0,500.0,jeune,insuffisant
F,non,master,Bretagne,non,non,2272,célibataire,,0.63,2020-09-15,467.0,5000.0,500.0,adulte,surpoids
H,oui,doctorat,Bretagne,oui,non,1858,marié,0.0,0.67,2021-05-16,,5000.0,500.0,senior,insuffisant
F,non,doctorat,Bretagne,oui,non,1738,divorcé,,0.19,2023-01-22,514.0,,500.0,adulte,insuffisant
H,non,bac+2,Provence-Alpes-Côte d’Azur,non,oui,500,veuf,,0.38,2022-12-13,,5000.0,8137.694181928578,senior,normal
F,oui,bac,Hauts-de-France,non,oui,4058,,,0.59,2024-10-10,,10000.0,21630.139893018837,adulte,normal
H,oui,bac,Bretagne,oui,oui,3495,,,0.64,2024-08-29,,10000.0,22359.02098162903,retraite,obese
H,oui,bac+2,Île-de-France,oui,non,1996,marié,4.0,0.53,2025-02-22,,,500.0,senior,insuffisant
F,oui,master,Île-de-France,non,non,4908,,,0.22,2024-02-20,453.0,,17121.83613863081,retraite,surpoids
H,non,bac+2,Normandie,oui,non,1138,divorcé,1.0,0.31,2021-09-25,,5000.0,500.0,senior,obese
H,non,aucun,Bretagne,oui,non,2812,veuf,,0.03,2021-10-12,365.0,5000.0,500.0,senior,normal
H,oui,aucun,Occitanie,oui,oui,2478,marié,,0.59,2022-01-09,,10000.0,4393.012898958164,senior,normal
F,non,master,Provence-Alpes-Côte d’Azur,oui,oui,1660,marié,5.0,0.14,2023-03-10,,,11903.149815046692,adulte,surpoids
H,oui,doctorat,Auvergne-Rhône-Alpes,non,non,2655,,3.0,0.23,2024-11-29,,10000.0,16059.981959153982,retraite,surpoids
F,non,doctorat,Île-de-France,oui,non,5043,,5.0,0.21,2021-02-11,368.0,,500.0,jeune,normal
F,oui,master,Auvergne-Rhône-Alpes,non,oui,3596,veuf,1.0,0.62,2024-09-16,686.0,903.9,33463.70355979985,senior,insuffisant
H,non,master,Auvergne-Rhône-Alpes,non,non,3412,veuf,,0.77,2020-04-14,316.0,1055.48,1546.4329456247565,senior,normal
H,non,bac+2,Provence-Alpes-Côte d’Azur,non,oui,1167,marié,4.0,0.06,2020-04-05,450.0,5000.0,5778.3578543595895,jeune,surpoids
F,non,bac+2,Normandie,oui,non,4099,célibataire,,0.13,2020-04-10,,5000.0,500.0,adulte,insuffisant
H,non,doctorat,Occitanie,non,oui,3052,veuf,1.0,0.82,2024-09-16,,5000.0,33248.15520890286,senior,obese
F,non,bac,Bretagne,non,oui,1698,divorcé,1.0,0.11,2022-07-10,,1264.62,7756.3142414971,adulte,surpoids
H,oui,master,Hauts-de-France,oui,non,2213,,,0.9,2020-01-02,,5000.0,500.0,adulte,surpoids
H,non,bac+2,Auvergne-Rhône-Alpes,oui,oui,1675,veuf,,0.77,2020-02-24,,10000.0,1618.376458819807,jeune,insuffisant
H,oui,master,Occitanie,oui,oui,1269,veuf,,0.06,2020-03-25,,10000.0,17219.729711852156,jeune,normal
F,oui,doctorat,Île-de-France,oui,oui,3580,,0.0,0.38,2025-04-13,,5000.0,35317.974029616846,jeune,surpoids
H,oui,bac,Provence-Alpes-Côte d’Azur,non,non,3401,veuf,,0.04,2021-01-12,,10000.0,1650.957804346736,adulte,normal
F,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,2647,,2.0,0.32,2022-04-04,565.0,5000.0,21200.61741008603,retraite,surpoids
H,oui,master,Île-de-France,oui,oui,2299,,,0.45,2020-01-15,,,25479.609618609367,adulte,obese
F,non,doctorat,Île-de-France,non,oui,1783,marié,,0.55,2023-11-01,,753.15,22436.172196770716,adulte,surpoids
F,non,aucun,Île-de-France,oui,oui,4394,célibataire,,0.25,2022-04-23,403.0,,1106.3254312705014,retraite,normal
H,non,bac+2,Hauts-de-France,non,oui,2278,marié,,0.97,2020-06-05,,5000.0,8612.228187114246,jeune,normal
F,oui,bac+2,Corse,non,non,2470,divorcé,1.0,0.82,2020-01-21,,10000.0,500.0,adulte,insuffisant
F,oui,bac+2,Normandie,non,non,3127,marié,,0.18,2023-09-18,,5000.0,500.0,retraite,normal
F,non,master,Hauts-de-France,non,non,3156,,4.0,0.9,2020-10-20,587.0,354.99,500.0,jeune,insuffisant
H,oui,aucun,Bretagne,oui,oui,1945,marié,0.0,0.75,2021-09-04,519.0,5000.0,4542.542821420493,senior,obese
H,non,master,Auvergne-Rhône-Alpes,oui,oui,2649,célibataire,,0.27,2020-01-02,,,8722.039689557096,jeune,obese
H,oui,master,Hauts-de-France,non,oui,1902,veuf,,0.14,2023-08-30,572.0,5000.0,22921.100873645544,retraite,surpoids
H,oui,doctorat,Hauts-de-France,oui,non,2370,célibataire,4.0,0.25,2024-10-23,532.0,936.5,500.0,retraite,obese
H,non,bac,Occitanie,oui,non,2223,divorcé,,0.83,2020-05-04,523.0,922.31,500.0,retraite,surpoids
F,oui,master,Hauts-de-France,non,non,500,célibataire,,0.59,2023-07-04,654.0,10000.0,500.0,retraite,insuffisant
F,oui,bac,Hauts-de-France,non,oui,3003,divorcé,5.0,0.64,2024-08-28,844.0,,19662.205161750564,jeune,surpoids
H,non,bac+2,Occitanie,oui,non,4131,,,0.37,2022-12-30,,10000.0,500.0,jeune,insuffisant
F,oui,master,Occitanie,oui,non,1990,divorcé,,0.3,2024-12-27,842.0,695.98,500.0,jeune,insuffisant
F,oui,bac+2,Occitanie,oui,non,3615,veuf,,0.32,2020-11-21,,10000.0,500.0,retraite,surpoids
H,oui,bac+2,Corse,non,oui,2435,célibataire,,0.49,2021-04-13,,5000.0,21690.947888224197,adulte,obese
H,oui,bac,Auvergne-Rhône-Alpes,oui,non,1992,,,0.06,2022-12-20,,5000.0,500.0,senior,insuffisant
F,non,bac,Occitanie,non,oui,4637,divorcé,2.0,0.97,2021-06-09,547.0,5000.0,19712.90087879855,adulte,normal
F,non,master,Provence-Alpes-Côte d’Azur,oui,oui,1457,,1.0,0.45,2020-11-26,609.0,,5795.751822278809,retraite,obese
F,non,aucun,Corse,oui,oui,1484,divorcé,0.0,0.74,2024-08-06,596.0,935.95,500.0,retraite,obese
H,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,4461,veuf,,0.93,2021-11-15,,,31407.32509263601,adulte,obese
H,oui,aucun,Provence-Alpes-Côte d’Azur,oui,oui,1154,marié,0.0,0.02,2021-03-12,528.0,,7577.840980849943,adulte,obese
F,non,aucun,Normandie,non,oui,921,veuf,,0.19,2022-07-26,782.0,10000.0,5100.019718326759,senior,normal
F,oui,doctorat,Occitanie,non,oui,3102,marié,,0.17,2022-12-21,,10000.0,28253.781293931777,jeune,surpoids
H,non,bac,Bretagne,oui,non,1654,marié,,0.13,2023-04-03,725.0,741.24,500.0,retraite,normal
H,non,doctorat,Normandie,oui,non,2919,,,0.53,2022-04-09,,10000.0,500.0,adulte,obese
F,non,aucun,Hauts-de-France,non,oui,2187,célibataire,,0.2,2022-05-14,,5000.0,500.0,jeune,normal
F,non,aucun,Île-de-France,non,non,891,divorcé,,0.64,2020-02-17,,5000.0,500.0,retraite,obese
H,non,bac+2,Provence-Alpes-Côte d’Azur,non,non,1228,célibataire,,0.64,2023-09-25,478.0,206.86,500.0,senior,obese
H,non,master,Hauts-de-France,oui,non,4179,marié,4.0,0.47,2024-01-18,,945.52,500.0,jeune,surpoids
H,non,bac,Corse,non,non,1409,célibataire,,0.3,2022-12-25,,,500.0,adulte,obese
H,non,master,Normandie,oui,oui,1688,marié,,0.62,2022-08-07,,1211.11,500.0,retraite,normal
F,non,bac+2,Bretagne,oui,non,762,,4.0,0.68,2020-01-09,,,500.0,adulte,normal
F,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,non,1273,marié,,0.6,2021-07-09,,,500.0,retraite,insuffisant
H,non,doctorat,Normandie,oui,oui,2825,marié,4.0,0.33,2021-04-28,,,4338.364496402583,retraite,surpoids
F,non,doctorat,Normandie,oui,oui,500,veuf,,0.24,2023-03-30,350.0,10000.0,500.0,retraite,surpoids
F,oui,bac+2,Occitanie,oui,oui,1334,divorcé,,0.2,2023-07-18,814.0,1381.18,9003.871538208286,jeune,insuffisant
F,oui,bac,Provence-Alpes-Côte d’Azur,non,non,2784,veuf,4.0,0.6,2020-03-25,540.0,10000.0,500.0,adulte,obese
H,oui,master,Bretagne,oui,oui,3005,,,0.89,2021-02-25,507.0,10000.0,24370.322664287043,jeune,surpoids
H,oui,bac+2,Provence-Alpes-Côte d’Azur,non,non,2608,,,0.8,2021-09-26,,10000.0,10833.164463744575,adulte,surpoids
F,non,bac+2,Hauts-de-France,oui,oui,1355,marié,,0.12,2022-06-12,463.0,,500.0,retraite,surpoids
F,non,aucun,Île-de-France,non,oui,4625,marié,,0.18,2020-10-04,,1031.49,20886.43335297438,retraite,surpoids
F,oui,bac+2,Occitanie,oui,non,3299,veuf,0.0,0.83,2020-07-18,574.0,758.84,500.0,adulte,obese
F,non,bac+2,Auvergne-Rhône-Alpes,non,oui,3064,,,0.63,2020-12-09,,469.37,15372.664090991597,adulte,normal
F,oui,aucun,Normandie,oui,oui,2443,,0.0,0.4,2022-05-24,,362.4,500.0,senior,obese
F,non,master,Hauts-de-France,non,non,2148,célibataire,,0.57,2024-05-12,834.0,707.73,500.0,adulte,surpoids
F,non,master,Hauts-de-France,oui,oui,2757,célibataire,4.0,0.73,2022-08-22,443.0,,500.0,adulte,insuffisant
F,non,doctorat,Occitanie,oui,non,3846,célibataire,,0.76,2024-10-28,498.0,5000.0,500.0,retraite,normal
H,oui,master,Auvergne-Rhône-Alpes,non,non,4139,veuf,,0.73,2023-11-11,,474.69,12395.881731248866,jeune,normal
H,non,master,Provence-Alpes-Côte d’Azur,non,oui,3734,,,0.43,2021-02-28,433.0,5000.0,34381.429236718606,adulte,normal
